worker_id,worker_skill,experience_years,worker_location,distance_km,availability,rating,job_type,required_skill,match_score,match_label
W0583,Domestic Helper,20,Warangal,20.5,Available,4.4,Driver,Driver,0.374,0
W0584,Plumber,10,Vijayawada,1.4,Available,2.6,Caregiver,Caregiver,0.491,0
W0585,Domestic Helper,18,Tirupati,20.6,Available Evening,3.5,Electrician,Electrician,0.355,0
W0586,Driver,10,Secunderabad,0.9,Available,3.8,Driver,Driver,0.969,1
W0587,Technician,2,Vijayawada,9.3,Available,3.2,Plumber,Plumber,0.36,0
W0588,Technician,9,Hyderabad,19.2,Available Morning,3.5,Electrician,Electrician,0.356,0
W0589,Caregiver,17,Vijayawada,5.9,Available Morning,4.5,Carpenter,Carpenter,0.493,0
W0590,Carpenter,20,Warangal,9.6,Available,3.9,Cleaner,Cleaner,0.451,0
W0591,Electrician,0,Secunderabad,14.5,Available Morning,3.8,Plumber,Plumber,0.31,0
W0592,Cleaner,11,Hanamkonda,5.7,Busy,2.9,Painter,Painter,0.342,0
W0593,Technician,6,Tirupati,3.3,Available,4.6,Cleaner,Cleaner,0.476,0
W0594,Domestic Helper,9,Tirupati,17.0,Available Evening,2.7,Electrician,Electrician,0.358,0
W0595,Gardener,4,Secunderabad,16.9,Busy,2.8,Gardener,Gardener,0.641,1
W0596,Painter,15,Warangal,11.5,Available Evening,4.2,Gardener,Gardener,0.442,0
W0597,Technician,11,Guntur,20.3,Available Morning,2.9,Technician,Technician,0.796,1
W0598,Painter,20,Guntur,11.2,Available Evening,2.8,Painter,Painter,0.866,1
W0599,Caregiver,14,Secunderabad,9.3,Available Evening,3.7,Caregiver,Caregiver,0.9,1
W0600,Carpenter,2,Hanamkonda,21.1,Busy,4.7,Technician,Technician,0.175,0
W0601,Cleaner,2,Visakhapatnam,22.4,Available,4.5,Electrician,Electrician,0.281,0
W0602,Technician,1,Warangal,14.0,Available Morning,4.1,Painter,Painter,0.33,0
W0603,Gardener,7,Secunderabad,22.3,Available Evening,2.8,Driver,Driver,0.298,0
W0604,Driver,16,Warangal,0.8,Busy,4.6,Gardener,Gardener,0.416,0
W0605,Domestic Helper,14,Tirupati,4.4,Busy,4.3,Carpenter,Carpenter,0.381,0
W0606,Gardener,7,Guntur,19.2,Busy,2.7,Plumber,Plumber,0.2,0
W0607,Painter,6,Tirupati,13.2,Available Evening,3.5,Plumber,Plumber,0.374,0
W0608,Plumber,20,Vijayawada,8.4,Available Evening,4.6,Plumber,Plumber,0.925,1
W0609,Technician,18,Secunderabad,4.8,Available Morning,3.4,Domestic Helper,Domestic Helper,0.48,0
W0610,Domestic Helper,12,Guntur,24.3,Busy,3.8,Cleaner,Cleaner,0.212,0
W0611,Gardener,15,Warangal,22.2,Available,3.8,Caregiver,Caregiver,0.348,0
W0612,Caregiver,7,Warangal,2.4,Available Evening,3.0,Carpenter,Carpenter,0.461,0
W0613,Carpenter,19,Visakhapatnam,18.1,Available,4.2,Gardener,Gardener,0.389,0
W0614,Gardener,15,Warangal,17.0,Available Morning,3.0,Electrician,Electrician,0.374,0
W0615,Driver,7,Hyderabad,1.6,Busy,2.8,Plumber,Plumber,0.343,0
W0616,Technician,1,Visakhapatnam,4.6,Busy,3.8,Carpenter,Carpenter,0.279,0
W0617,Technician,20,Hanamkonda,1.0,Available Evening,4.9,Technician,Technician,0.99,1
W0618,Caregiver,15,Visakhapatnam,21.7,Busy,3.0,Technician,Technician,0.216,0
W0619,Technician,18,Vijayawada,20.6,Busy,4.1,Carpenter,Carpenter,0.247,0
W0620,Carpenter,14,Visakhapatnam,15.1,Available,3.1,Gardener,Gardener,0.391,0
W0621,Carpenter,0,Secunderabad,5.5,Available Morning,4.6,Electrician,Electrician,0.398,0
W0622,Carpenter,19,Warangal,15.2,Available,2.7,Caregiver,Caregiver,0.382,0
W0623,Technician,0,Guntur,22.5,Available Morning,3.8,Domestic Helper,Domestic Helper,0.246,0
W0624,Plumber,13,Visakhapatnam,6.1,Available Morning,4.5,Domestic Helper,Domestic Helper,0.491,0
W0625,Gardener,18,Hanamkonda,2.9,Busy,3.1,Technician,Technician,0.369,0
W0626,Electrician,19,Hyderabad,22.0,Available Morning,3.1,Cleaner,Cleaner,0.336,0
W0627,Plumber,16,Hanamkonda,3.4,Available,3.4,Technician,Technician,0.491,0
W0628,Gardener,11,Vijayawada,3.1,Available Morning,4.1,Driver,Driver,0.507,0
W0629,Cleaner,13,Visakhapatnam,14.3,Available Evening,5.0,Domestic Helper,Domestic Helper,0.436,0
W0630,Painter,17,Tirupati,19.7,Available Morning,2.9,Driver,Driver,0.35,0
W0631,Cleaner,18,Secunderabad,8.9,Available Morning,4.3,Cleaner,Cleaner,0.915,1
W0632,Painter,5,Hyderabad,3.0,Available Morning,4.5,Caregiver,Caregiver,0.466,0
W0633,Carpenter,20,Tirupati,0.6,Available,4.6,Driver,Driver,0.537,0
W0634,Technician,2,Hyderabad,2.1,Busy,3.4,Driver,Driver,0.301,0
W0635,Driver,19,Hyderabad,16.6,Available Evening,4.3,Driver,Driver,0.853,1
W0636,Carpenter,14,Hanamkonda,0.8,Available Evening,3.0,Caregiver,Caregiver,0.504,0
W0637,Technician,1,Secunderabad,9.3,Available,4.9,Carpenter,Carpenter,0.384,0
W0638,Cleaner,11,Hyderabad,16.9,Available Morning,4.0,Driver,Driver,0.395,0
W0639,Electrician,17,Vijayawada,7.5,Available Evening,3.4,Electrician,Electrician,0.908,1
W0640,Painter,6,Vijayawada,11.6,Available Morning,3.9,Technician,Technician,0.395,0
W0641,Carpenter,16,Guntur,3.1,Available,3.8,Driver,Driver,0.501,0
W0642,Electrician,8,Visakhapatnam,22.0,Available Evening,4.2,Domestic Helper,Domestic Helper,0.338,0
W0643,Technician,7,Hyderabad,19.1,Available Morning,4.2,Caregiver,Caregiver,0.351,0
W0644,Caregiver,8,Hanamkonda,2.2,Busy,4.2,Electrician,Electrician,0.376,0
W0645,Gardener,11,Vijayawada,13.2,Available,4.3,Driver,Driver,0.43,0
W0646,Painter,2,Warangal,10.3,Available Evening,2.7,Cleaner,Cleaner,0.342,0
W0647,Caregiver,11,Hanamkonda,5.9,Available Evening,3.0,Gardener,Gardener,0.463,0
W0648,Caregiver,7,Hanamkonda,18.5,Available Evening,3.0,Painter,Painter,0.332,0
W0649,Painter,11,Secunderabad,4.3,Available,2.8,Technician,Technician,0.472,0
W0650,Caregiver,0,Guntur,19.2,Available,4.6,Technician,Technician,0.288,0
W0651,Technician,15,Vijayawada,22.5,Available Evening,3.7,Gardener,Gardener,0.344,0
W0652,Driver,18,Hyderabad,3.6,Available Morning,3.7,Painter,Painter,0.495,0
W0653,Domestic Helper,12,Secunderabad,21.6,Busy,3.6,Gardener,Gardener,0.229,0
W0654,Domestic Helper,10,Visakhapatnam,17.4,Available,4.2,Caregiver,Caregiver,0.395,0
W0655,Technician,10,Vijayawada,9.4,Available Evening,3.0,Electrician,Electrician,0.435,0
W0656,Painter,15,Tirupati,24.0,Available Evening,3.4,Cleaner,Cleaner,0.326,0
W0657,Driver,13,Visakhapatnam,17.7,Available Evening,3.4,Painter,Painter,0.376,0
W0658,Cleaner,5,Vijayawada,14.5,Busy,4.5,Caregiver,Caregiver,0.254,0
W0659,Painter,13,Warangal,21.5,Busy,2.9,Domestic Helper,Domestic Helper,0.216,0
W0660,Caregiver,5,Guntur,10.8,Busy,5.0,Plumber,Plumber,0.294,0
W0661,Caregiver,8,Warangal,14.3,Available,3.5,Cleaner,Cleaner,0.386,0
W0662,Plumber,8,Guntur,12.2,Available,3.6,Painter,Painter,0.404,0
W0663,Cleaner,11,Visakhapatnam,14.2,Available Evening,3.4,Gardener,Gardener,0.404,0
W0664,Electrician,19,Vijayawada,5.4,Busy,4.9,Gardener,Gardener,0.385,0
W0665,Gardener,16,Visakhapatnam,12.4,Available Morning,4.7,Gardener,Gardener,0.895,1
W0666,Technician,14,Guntur,16.0,Busy,4.7,Cleaner,Cleaner,0.296,0
W0667,Driver,18,Guntur,10.4,Available,2.7,Technician,Technician,0.421,0
W0668,Painter,10,Visakhapatnam,16.5,Available Evening,4.0,Gardener,Gardener,0.398,0
W0669,Cleaner,11,Warangal,18.8,Available Morning,3.5,Caregiver,Caregiver,0.37,0
W0670,Plumber,7,Visakhapatnam,16.7,Available,3.0,Carpenter,Carpenter,0.346,0
W0671,Electrician,2,Hyderabad,23.5,Available Morning,3.9,Electrician,Electrician,0.71,1
W0672,Driver,2,Visakhapatnam,3.0,Busy,2.7,Domestic Helper,Domestic Helper,0.28,0
W0673,Cleaner,7,Warangal,18.6,Available Morning,4.1,Painter,Painter,0.353,0
W0674,Domestic Helper,0,Guntur,1.4,Available Evening,4.7,Carpenter,Carpenter,0.433,0
W0675,Caregiver,17,Warangal,23.4,Available Morning,2.8,Caregiver,Caregiver,0.769,1
W0676,Technician,14,Vijayawada,16.0,Available Morning,3.8,Technician,Technician,0.848,1
W0677,Gardener,17,Guntur,6.1,Available,3.6,Caregiver,Caregiver,0.473,0
W0678,Driver,4,Warangal,7.9,Available,3.8,Cleaner,Cleaner,0.403,0
W0679,Gardener,15,Tirupati,13.6,Available Morning,4.9,Cleaner,Cleaner,0.439,0
W0680,Cleaner,13,Guntur,20.1,Busy,4.5,Plumber,Plumber,0.259,0
W0681,Painter,17,Visakhapatnam,11.2,Busy,2.9,Driver,Driver,0.298,0
W0682,Driver,8,Vijayawada,2.4,Busy,3.8,Painter,Painter,0.367,0
W0683,Cleaner,8,Vijayawada,10.6,Available,3.0,Domestic Helper,Domestic Helper,0.405,0
W0684,Electrician,19,Hyderabad,11.6,Available Morning,3.0,Caregiver,Caregiver,0.417,0
W0685,Carpenter,17,Warangal,1.0,Available,3.2,Plumber,Plumber,0.506,0
W0686,Caregiver,7,Guntur,2.7,Available,3.7,Plumber,Plumber,0.472,0
W0687,Driver,15,Hyderabad,25.0,Available Morning,4.2,Cleaner,Cleaner,0.334,0
W0688,Gardener,4,Tirupati,1.9,Available Morning,2.7,Electrician,Electrician,0.429,0
W0689,Carpenter,8,Hanamkonda,20.5,Available,2.8,Painter,Painter,0.322,0
W0690,Driver,7,Secunderabad,18.6,Available,3.0,Caregiver,Caregiver,0.331,0
W0691,Domestic Helper,15,Warangal,10.0,Available Evening,4.8,Painter,Painter,0.466,0
W0692,Plumber,16,Hanamkonda,3.5,Available Morning,4.1,Domestic Helper,Domestic Helper,0.504,0
W0693,Gardener,6,Guntur,24.3,Busy,4.1,Plumber,Plumber,0.178,0
W0694,Plumber,8,Hyderabad,14.8,Available Morning,4.5,Carpenter,Carpenter,0.402,0
W0695,Plumber,15,Secunderabad,17.4,Busy,3.4,Technician,Technician,0.259,0
W0696,Painter,15,Hyderabad,2.7,Available Evening,4.8,Carpenter,Carpenter,0.524,0
W0697,Plumber,20,Hanamkonda,4.3,Available,2.8,Gardener,Gardener,0.472,0
W0698,Gardener,20,Hyderabad,19.0,Available Morning,4.3,Domestic Helper,Domestic Helper,0.384,0
W0699,Driver,4,Tirupati,6.6,Available,3.7,Gardener,Gardener,0.411,0
W0700,Domestic Helper,17,Guntur,17.6,Busy,3.9,Cleaner,Cleaner,0.267,0
W0701,Gardener,8,Warangal,21.8,Busy,2.7,Caregiver,Caregiver,0.19,0
W0702,Caregiver,8,Visakhapatnam,13.8,Available Morning,2.5,Cleaner,Cleaner,0.37,0
W0703,Carpenter,19,Secunderabad,21.5,Busy,3.3,Plumber,Plumber,0.224,0
W0704,Domestic Helper,6,Warangal,13.3,Available Morning,4.4,Driver,Driver,0.392,0
W0705,Technician,10,Secunderabad,10.5,Available Evening,2.8,Cleaner,Cleaner,0.422,0
W0706,Plumber,5,Hanamkonda,21.9,Busy,2.8,Carpenter,Carpenter,0.161,0
W0707,Electrician,18,Vijayawada,16.2,Available Morning,4.1,Plumber,Plumber,0.402,0
W0708,Plumber,7,Hanamkonda,15.3,Available,2.5,Gardener,Gardener,0.348,0
W0709,Caregiver,14,Visakhapatnam,20.1,Available,3.4,Electrician,Electrician,0.357,0
W0710,Gardener,19,Vijayawada,7.0,Available,4.3,Plumber,Plumber,0.48,0
W0711,Electrician,16,Hanamkonda,2.9,Busy,3.8,Painter,Painter,0.383,0
W0712,Painter,7,Visakhapatnam,14.5,Busy,3.9,Domestic Helper,Domestic Helper,0.262,0
W0713,Electrician,11,Warangal,17.0,Available Morning,4.7,Technician,Technician,0.408,0
W0714,Carpenter,12,Tirupati,12.9,Busy,3.8,Domestic Helper,Domestic Helper,0.303,0
W0715,Gardener,17,Visakhapatnam,24.8,Available Evening,4.6,Gardener,Gardener,0.794,1
W0716,Driver,19,Vijayawada,6.4,Busy,3.4,Gardener,Gardener,0.347,0
W0717,Gardener,14,Vijayawada,24.0,Available,4.3,Caregiver,Caregiver,0.344,0
W0718,Technician,16,Hanamkonda,3.8,Available Evening,2.5,Plumber,Plumber,0.47,0
W0719,Painter,0,Warangal,19.4,Available Evening,4.8,Gardener,Gardener,0.291,0
W0720,Electrician,14,Hanamkonda,9.2,Busy,3.2,Plumber,Plumber,0.32,0
W0721,Painter,9,Hanamkonda,2.8,Available Morning,3.9,Cleaner,Cleaner,0.496,0
W0722,Electrician,15,Vijayawada,4.7,Available,4.0,Gardener,Gardener,0.492,0
W0723,Plumber,12,Guntur,2.4,Available,4.8,Technician,Technician,0.527,0
W0724,Gardener,13,Hanamkonda,23.3,Available,4.7,Driver,Driver,0.358,0
W0725,Technician,20,Hyderabad,19.5,Available Morning,2.6,Plumber,Plumber,0.346,0
W0726,Gardener,18,Visakhapatnam,4.2,Busy,2.9,Domestic Helper,Domestic Helper,0.354,0
W0727,Caregiver,18,Visakhapatnam,12.9,Busy,3.6,Technician,Technician,0.299,0
W0728,Carpenter,10,Vijayawada,2.5,Available,3.9,Carpenter,Carpenter,0.958,1
W0729,Electrician,16,Tirupati,11.1,Busy,4.4,Driver,Driver,0.329,0
W0730,Domestic Helper,15,Hanamkonda,10.2,Busy,3.9,Painter,Painter,0.326,0
W0731,Painter,8,Secunderabad,19.5,Available Evening,4.2,Electrician,Electrician,0.358,0
W0732,Electrician,13,Hyderabad,9.4,Busy,3.3,Driver,Driver,0.321,0
W0733,Cleaner,11,Tirupati,15.6,Available Morning,4.1,Carpenter,Carpenter,0.407,0
W0734,Plumber,6,Secunderabad,17.3,Busy,4.4,Painter,Painter,0.24,0
W0735,Electrician,7,Vijayawada,23.7,Busy,4.7,Plumber,Plumber,0.204,0
W0736,Plumber,3,Hanamkonda,8.0,Available Morning,2.6,Gardener,Gardener,0.368,0
W0737,Domestic Helper,6,Warangal,13.9,Available Evening,3.9,Painter,Painter,0.377,0
W0738,Plumber,18,Hyderabad,22.7,Available,3.1,Driver,Driver,0.33,0
W0739,Cleaner,19,Hyderabad,7.1,Available Morning,4.1,Painter,Painter,0.475,0
W0740,Electrician,8,Hyderabad,16.7,Available Evening,4.7,Driver,Driver,0.39,0
W0741,Cleaner,7,Tirupati,24.5,Available,4.8,Driver,Driver,0.32,0
W0742,Technician,2,Hyderabad,5.1,Available Morning,3.9,Domestic Helper,Domestic Helper,0.407,0
W0743,Plumber,16,Warangal,8.0,Available Morning,3.5,Painter,Painter,0.456,0
W0744,Plumber,11,Vijayawada,9.2,Available Evening,3.1,Gardener,Gardener,0.438,0
W0745,Plumber,12,Vijayawada,22.3,Available,4.9,Cleaner,Cleaner,0.37,0
W0746,Painter,10,Visakhapatnam,22.5,Busy,2.7,Carpenter,Carpenter,0.204,0
W0747,Domestic Helper,20,Warangal,17.3,Available Morning,3.1,Technician,Technician,0.374,0
W0748,Driver,19,Warangal,8.6,Busy,3.0,Cleaner,Cleaner,0.321,0
W0749,Technician,6,Warangal,21.6,Available Evening,4.2,Domestic Helper,Domestic Helper,0.321,0
W0750,Driver,20,Secunderabad,23.4,Busy,3.3,Carpenter,Carpenter,0.209,0
W0751,Carpenter,4,Visakhapatnam,18.3,Available Evening,4.7,Gardener,Gardener,0.338,0
W0752,Driver,14,Hanamkonda,18.8,Available Evening,2.9,Cleaner,Cleaner,0.358,0
W0753,Electrician,5,Hanamkonda,1.1,Available Evening,4.0,Carpenter,Carpenter,0.471,0
W0754,Technician,7,Tirupati,17.3,Available Evening,2.7,Painter,Painter,0.336,0
W0755,Carpenter,19,Visakhapatnam,12.0,Available Evening,3.0,Domestic Helper,Domestic Helper,0.414,0
W0756,Caregiver,4,Hyderabad,4.5,Busy,2.6,Caregiver,Caregiver,0.736,1
W0757,Cleaner,7,Secunderabad,18.7,Busy,4.4,Driver,Driver,0.238,0
W0758,Carpenter,19,Hanamkonda,12.5,Available Evening,4.7,Caregiver,Caregiver,0.444,0
W0759,Driver,1,Visakhapatnam,15.4,Available Morning,4.3,Driver,Driver,0.773,1
W0760,Technician,19,Tirupati,13.6,Available,3.8,Technician,Technician,0.867,1
W0761,Caregiver,7,Hyderabad,13.2,Available Morning,5.0,Plumber,Plumber,0.414,0
W0762,Domestic Helper,16,Tirupati,19.2,Available,3.0,Driver,Driver,0.356,0
W0763,Driver,9,Hyderabad,11.8,Available Morning,3.2,Cleaner,Cleaner,0.41,0
W0764,Domestic Helper,14,Secunderabad,20.8,Available Morning,2.7,Carpenter,Carpenter,0.338,0
W0765,Carpenter,17,Hyderabad,3.8,Available Morning,3.3,Technician,Technician,0.486,0
W0766,Carpenter,18,Secunderabad,22.5,Busy,4.7,Caregiver,Caregiver,0.244,0
W0767,Cleaner,20,Secunderabad,22.7,Busy,4.3,Gardener,Gardener,0.234,0
W0768,Electrician,14,Visakhapatnam,16.0,Available,3.8,Electrician,Electrician,0.848,1
W0769,Domestic Helper,5,Warangal,9.8,Available Morning,2.6,Technician,Technician,0.374,0
W0770,Gardener,4,Hyderabad,4.5,Busy,2.9,Technician,Technician,0.292,0
W0771,Driver,9,Warangal,18.4,Available Morning,3.2,Cleaner,Cleaner,0.357,0
W0772,Electrician,6,Tirupati,0.6,Available Evening,2.5,Carpenter,Carpenter,0.455,0
W0773,Caregiver,0,Tirupati,15.4,Available Morning,3.1,Domestic Helper,Domestic Helper,0.289,0
W0774,Caregiver,14,Vijayawada,2.4,Available,3.1,Driver,Driver,0.493,0
W0775,Technician,6,Guntur,1.7,Busy,2.6,Domestic Helper,Domestic Helper,0.328,0
W0776,Plumber,1,Secunderabad,16.8,Available Evening,3.3,Carpenter,Carpenter,0.292,0
W0777,Plumber,13,Warangal,24.8,Busy,4.2,Electrician,Electrician,0.216,0
W0778,Caregiver,11,Guntur,23.3,Available,4.4,Technician,Technician,0.352,0
W0779,Gardener,2,Warangal,19.1,Available,3.2,Driver,Driver,0.281,0
W0780,Electrician,10,Hyderabad,13.4,Busy,4.2,Cleaner,Cleaner,0.307,0
W0781,Electrician,20,Vijayawada,13.5,Available,3.7,Technician,Technician,0.416,0
W0782,Driver,10,Tirupati,6.9,Available Evening,4.8,Technician,Technician,0.491,0
W0783,Domestic Helper,15,Hanamkonda,20.3,Busy,4.3,Caregiver,Caregiver,0.254,0
W0784,Plumber,0,Hanamkonda,11.9,Available,4.3,Electrician,Electrician,0.341,0
W0785,Technician,13,Hanamkonda,1.6,Available Evening,3.9,Driver,Driver,0.515,0
W0786,Plumber,9,Guntur,6.7,Available,3.3,Painter,Painter,0.452,0
W0787,Plumber,10,Hanamkonda,8.9,Available,4.6,Electrician,Electrician,0.471,0
W0788,Gardener,15,Tirupati,22.9,Available,4.1,Gardener,Gardener,0.799,1
W0789,Carpenter,17,Visakhapatnam,22.5,Available Morning,4.5,Caregiver,Caregiver,0.36,0
W0790,Plumber,9,Hyderabad,14.3,Available Evening,3.9,Domestic Helper,Domestic Helper,0.404,0
W0791,Painter,10,Warangal,20.1,Available Evening,2.7,Technician,Technician,0.343,0
W0792,Cleaner,10,Visakhapatnam,24.6,Busy,3.9,Plumber,Plumber,0.211,0
W0793,Carpenter,3,Guntur,21.7,Available Evening,4.3,Technician,Technician,0.292,0
W0794,Plumber,13,Vijayawada,2.6,Busy,3.4,Cleaner,Cleaner,0.377,0
W0795,Painter,9,Hanamkonda,4.8,Available Evening,4.5,Domestic Helper,Domestic Helper,0.492,0
W0796,Electrician,16,Warangal,1.1,Available Morning,4.8,Caregiver,Caregiver,0.537,0
W0797,Painter,15,Warangal,18.4,Available Evening,4.4,Gardener,Gardener,0.391,0
W0798,Electrician,4,Secunderabad,5.5,Available,3.6,Domestic Helper,Domestic Helper,0.418,0
W0799,Plumber,1,Hyderabad,17.3,Available,3.3,Cleaner,Cleaner,0.288,0
W0800,Electrician,9,Hanamkonda,1.1,Available Evening,4.1,Domestic Helper,Domestic Helper,0.513,0
W0801,Gardener,6,Secunderabad,7.5,Available Evening,4.4,Painter,Painter,0.438,0
W0802,Cleaner,5,Secunderabad,7.2,Available,4.9,Carpenter,Carpenter,0.44,0
W0803,Painter,11,Vijayawada,14.0,Available Evening,2.9,Domestic Helper,Domestic Helper,0.396,0
W0804,Technician,5,Hyderabad,2.2,Available Evening,3.9,Painter,Painter,0.46,0
W0805,Carpenter,15,Hyderabad,22.6,Available,2.8,Plumber,Plumber,0.325,0
W0806,Electrician,12,Vijayawada,4.9,Available Morning,4.0,Driver,Driver,0.491,0
W0807,Gardener,17,Secunderabad,2.4,Available Morning,3.9,Painter,Painter,0.509,0
W0808,Caregiver,14,Hanamkonda,8.1,Available Morning,3.7,Electrician,Electrician,0.459,0
W0809,Carpenter,8,Guntur,22.9,Available Morning,3.0,Technician,Technician,0.307,0
W0810,Gardener,15,Tirupati,1.2,Available Morning,2.8,Caregiver,Caregiver,0.496,0
W0811,Caregiver,9,Visakhapatnam,19.3,Busy,3.8,Carpenter,Carpenter,0.242,0
W0812,Electrician,17,Visakhapatnam,16.4,Available Evening,3.8,Gardener,Gardener,0.395,0
W0813,Technician,7,Visakhapatnam,15.7,Busy,4.9,Driver,Driver,0.272,0
W0814,Electrician,6,Visakhapatnam,20.4,Available Morning,4.5,Gardener,Gardener,0.337,0
W0815,Technician,17,Secunderabad,17.5,Busy,4.2,Gardener,Gardener,0.274,0
W0816,Technician,3,Secunderabad,15.0,Available Morning,3.3,Caregiver,Caregiver,0.326,0
W0817,Caregiver,9,Visakhapatnam,23.9,Available,4.0,Carpenter,Carpenter,0.329,0
W0818,Gardener,20,Warangal,16.7,Available,3.0,Caregiver,Caregiver,0.376,0
W0819,Technician,4,Visakhapatnam,16.7,Available Morning,3.8,Plumber,Plumber,0.332,0
W0820,Technician,14,Vijayawada,5.3,Available Evening,3.2,Technician,Technician,0.922,1
W0821,Driver,2,Vijayawada,14.8,Available Morning,4.6,Gardener,Gardener,0.344,0
W0822,Plumber,17,Guntur,24.2,Available,4.3,Gardener,Gardener,0.342,0
W0823,Electrician,0,Visakhapatnam,6.3,Available Morning,4.1,Cleaner,Cleaner,0.382,0
W0824,Driver,13,Hanamkonda,13.9,Busy,3.7,Driver,Driver,0.743,1
W0825,Domestic Helper,11,Warangal,21.1,Busy,3.2,Driver,Driver,0.225,0
W0826,Carpenter,2,Tirupati,16.4,Busy,4.3,Plumber,Plumber,0.205,0
W0827,Driver,2,Visakhapatnam,3.9,Available Morning,4.7,Carpenter,Carpenter,0.433,0
W0828,Technician,14,Hanamkonda,13.0,Available Morning,3.5,Carpenter,Carpenter,0.416,0
W0829,Carpenter,19,Hanamkonda,0.7,Available Morning,4.6,Driver,Driver,0.536,0
W0830,Domestic Helper,13,Hyderabad,23.2,Available Evening,2.6,Cleaner,Cleaner,0.316,0
W0831,Technician,11,Secunderabad,3.3,Available Morning,4.9,Caregiver,Caregiver,0.522,0
W0832,Carpenter,8,Secunderabad,11.9,Available,3.8,Domestic Helper,Domestic Helper,0.411,0
W0833,Painter,20,Vijayawada,18.7,Available,4.2,Caregiver,Caregiver,0.384,0
W0834,Technician,10,Tirupati,13.6,Available,3.7,Plumber,Plumber,0.415,0
W0835,Technician,13,Hyderabad,9.1,Available Evening,3.2,Gardener,Gardener,0.441,0
W0836,Technician,18,Hyderabad,6.9,Available Morning,3.9,Cleaner,Cleaner,0.473,0
W0837,Cleaner,0,Secunderabad,7.5,Available,2.8,Technician,Technician,0.346,0
W0838,Cleaner,4,Hyderabad,15.6,Available Evening,4.6,Cleaner,Cleaner,0.807,1
W0839,Electrician,5,Guntur,22.8,Busy,4.1,Technician,Technician,0.18,0
W0840,Carpenter,7,Secunderabad,12.4,Available,3.4,Cleaner,Cleaner,0.389,0
W0841,Carpenter,4,Hanamkonda,21.0,Available Morning,4.4,Technician,Technician,0.31,0
W0842,Caregiver,6,Vijayawada,14.7,Available Evening,2.6,Carpenter,Carpenter,0.344,0
W0843,Electrician,5,Hanamkonda,11.9,Available Morning,3.3,Plumber,Plumber,0.371,0
W0844,Driver,15,Tirupati,6.9,Available Morning,2.5,Driver,Driver,0.895,1
W0845,Driver,16,Guntur,17.2,Available,2.7,Gardener,Gardener,0.366,0
W0846,Driver,20,Secunderabad,21.5,Available Evening,3.2,Technician,Technician,0.342,0
W0847,Cleaner,12,Hanamkonda,11.8,Busy,4.3,Technician,Technician,0.322,0
W0848,Domestic Helper,5,Secunderabad,8.2,Available,4.2,Gardener,Gardener,0.418,0
W0849,Plumber,3,Vijayawada,13.4,Available Morning,3.4,Driver,Driver,0.341,0
W0850,Cleaner,1,Hanamkonda,1.1,Available,2.6,Painter,Painter,0.403,0
W0851,Technician,3,Warangal,2.6,Busy,3.4,Electrician,Electrician,0.307,0
W0852,Electrician,8,Vijayawada,7.7,Available,4.1,Carpenter,Carpenter,0.45,0
W0853,Driver,8,Hyderabad,4.5,Available,3.2,Gardener,Gardener,0.458,0
W0854,Driver,10,Vijayawada,24.9,Available Evening,4.9,Driver,Driver,0.799,1
W0855,Carpenter,2,Warangal,12.5,Busy,4.0,Caregiver,Caregiver,0.23,0
W0856,Caregiver,4,Secunderabad,13.7,Available Morning,3.0,Electrician,Electrician,0.34,0
W0857,Caregiver,3,Vijayawada,1.4,Available,3.9,Cleaner,Cleaner,0.447,0
W0858,Caregiver,15,Visakhapatnam,4.1,Available,4.8,Plumber,Plumber,0.513,0
W0859,Cleaner,10,Tirupati,22.7,Available,3.8,Carpenter,Carpenter,0.344,0
W0860,Caregiver,12,Hyderabad,21.2,Available,3.9,Driver,Driver,0.358,0
W0861,Driver,3,Vijayawada,14.4,Available Evening,3.3,Caregiver,Caregiver,0.331,0
W0862,Driver,20,Guntur,24.9,Available,3.4,Plumber,Plumber,0.319,0
W0863,Electrician,9,Visakhapatnam,16.4,Busy,3.9,Caregiver,Caregiver,0.267,0
W0864,Painter,12,Tirupati,22.5,Available Evening,3.7,Cleaner,Cleaner,0.344,0
W0865,Painter,1,Secunderabad,5.2,Busy,3.7,Carpenter,Carpenter,0.272,0
W0866,Domestic Helper,15,Hyderabad,13.6,Available Morning,4.9,Cleaner,Cleaner,0.439,0
W0867,Plumber,1,Hanamkonda,8.8,Available,3.5,Gardener,Gardener,0.36,0
W0868,Domestic Helper,17,Hyderabad,4.1,Busy,4.8,Caregiver,Caregiver,0.393,0
W0869,Carpenter,20,Warangal,1.0,Available,3.1,Caregiver,Caregiver,0.504,0
W0870,Plumber,20,Secunderabad,1.7,Available Evening,4.6,Carpenter,Carpenter,0.528,0
W0871,Caregiver,5,Secunderabad,21.0,Available,4.5,Technician,Technician,0.322,0
W0872,Electrician,19,Hanamkonda,20.1,Busy,2.7,Caregiver,Caregiver,0.223,0
W0873,Driver,12,Hanamkonda,8.4,Busy,3.3,Gardener,Gardener,0.329,0
W0874,Plumber,5,Visakhapatnam,8.7,Available,3.2,Technician,Technician,0.394,0
W0875,Carpenter,17,Hyderabad,4.5,Busy,4.8,Gardener,Gardener,0.39,0
W0876,Carpenter,20,Tirupati,15.5,Busy,2.5,Electrician,Electrician,0.256,0
W0877,Electrician,0,Vijayawada,4.9,Available,4.3,Plumber,Plumber,0.397,0
